g n j <sep> n g j,1
k k b t p u d d v n <sep> u k v d n k t d p b,1
e b j f <sep> z j l t,0
o b t t <sep> t b,0
e p j e q y <sep> e q p e j y,1
m s n e <sep> m n e,0
d e o n o p c z <sep> o o p c d n z e,1
q p d k u <sep> t d k p c,0
l f g k z w <sep> k f z w g l,1
b c n n l w m v x <sep> a n w a v h x b l,0
g b m s j i <sep> n s k m z j,0
f j a u r k o j p a <sep> a k p a u r j o j f,1
s u a <sep> a s u,1
s b y s l <sep> l b s s y,1
x n x <sep> x n x,1
r y s b l <sep> y q y b g,0
s z r q p <sep> s p e t g,0
s a j w n n m k <sep> m j w k a n n,0
r h c y j g p <sep> g j p h c,0
t o p <sep> p t o,1
p v d r y t <sep> p d v r y t,1
p h c v z <sep> z v c p h,1
s r c l i e b <sep> r c e b l s m,0
s f b s h l b z <sep> l s h s f b z b,1
u p u h k k a r g d <sep> k h u p g r a u d k,1
v u l k h x u w h <sep> u k u w b h h v x,0
f n s l s j l f <sep> l s f n j f l,0
g v i i q <sep> v i q i g,1
p x z e q y u <sep> p y e q x z u,1
w a r <sep> l t w,0
o p y u x f k u j <sep> o u u x p j y f k,1
q e w r d x <sep> x e d r q w,1
t z s <sep> z s t,1
c e d q u n d <sep> n c e d q u d,1
q u l a h a e f f <sep> f a f h a l u q e,1
k d u z b h l m <sep> z b u d l m k h,1
b t n h <sep> b n h t,1
u e o z p l g <sep> u l p z g e o,1
v j f v z y <sep> z v y f v,0
o o i q p h j <sep> j h o o q p i,1
c z z n x r <sep> x z z r n c,1
c l o <sep> o c,0
y i n b q w o m z <sep> n z y m i b o,0
a l s y g <sep> s l a g y,1
v c p j v <sep> l j o w v,0
q n j w j y t <sep> j j w q t n y,1
h g q y g y s j m <sep> y y m s j q g g,0
h m d i l o p y b i <sep> y d h o i p i l b,0
y e f u o w q a r <sep> e y a o q a f r o,0
k v n <sep> k v y,0
x r v l d d <sep> x r v d a l,0
a l t n <sep> l n a t,1
s g g y r a f e d <sep> a y g s e r d f g,1
o c j v y g q t l n <sep> j y c q g t v n o l,1
f j v m r k k r t <sep> v k r j d k k m r,0
q x b a h <sep> q a m b l,0
z y h <sep> h z y,1
k c k z y n j n <sep> a v h j n y z k,0
q j b s r u f d g d <sep> r j d g s d q f,0
h e m h o e m t <sep> h h m r e m l h,0
o h k <sep> k o,0
d j g <sep> j d g,1
b b w l g d <sep> g w l b b d,1
y s h s d d s <sep> h s s y s d d,1
j u r v s <sep> r v s j u,1
i d b <sep> d b i,1
g d r i j j s n k y <sep> d k j n j y s i g,0
o m p y <sep> m p o y,1
o j e <sep> j,0
e e w w t q j <sep> j e t q w e w,1
b n d r r j r z u <sep> z d u b r r n j r,1
z p o x y n l t u <sep> t u z x l y n o p,1
d s v p <sep> d s p v,1
c g l n p <sep> n p g,0
b c e h r <sep> u h g e r,0
z h j o k b v f b <sep> f k h o b z v,0
r q u y q <sep> y r z y q,0
d i q k r r h <sep> r i k d h r,0
g w z y w z q n <sep> w g z w n q z y,1
n k j u g p r <sep> g u n k j p,0
a b b <sep> b a b,1
q a p s <sep> s q a,0
q c t w p g v <sep> v q w t g c p,1
i b m <sep> b m,0
z z m x <sep> z m x z,1
l m u o l <sep> l o u l m,1
z x x c z k f <sep> k f c x x z z,1
q b g f m z <sep> b d q e f j,0
h r f <sep> f r h,1
z p p p v <sep> v c p v p,0
v z j g m i d f <sep> j g m v z d f i,1
o q a m k v l t <sep> a t l k m v q o,1
i r f <sep> r f,0
d i u l h <sep> h i u d l,1
o w c e r l l <sep> e l w c r,0
a b t q d g f q w q <sep> g d f a t q b q q w,1
l o d f z c l s c <sep> o f l c z c s l d,1
s o y s c a v a a w <sep> s y c o n q a a z w,0
p k y j v m <sep> p k j m j i,0
y y g x <sep> y g y x,1
n a x g <sep> n a g x,1
p i a <sep> a p i,1
k p g <sep> g,0
w p n b f k w s x <sep> k p b w s x n w,0
q t t w f t z <sep> q t t z f t,0
a i y <sep> y i a,1
i m d l b <sep> m b i d l,1
r i d p g i r z <sep> d g r r p z i i,1
z u w r a i h l <sep> a u i l r w z,0
g n v n w t s u <sep> s v w n u n t g,1
g f t p k r <sep> v r k p m g,0
n u a u m x b m <sep> u b u m x n m a,1
h b z w j n a g n t <sep> n t z a n g b w h j,1
e k f b a t z t <sep> k b f t e a z t,1
y o x z z m e n a <sep> z x z e m a o y n,1
e h d t x <sep> t t x e h,0
y h q l g p u r s m <sep> y m i q s p h u l g,0
d b z k f <sep> d b x v k,0
j i c h <sep> i j h c,1
c e f <sep> r o t,0
k j a y x b r v j <sep> v y a r k j b,0
l u q c o g i v y <sep> i u q c o y v,0
i j w t h f w f a <sep> w i f w t j a h f,1
d x v f <sep> f x v d,1
j t w h j e q r x <sep> w e h j q t r j x,1
m h x d n j m <sep> m h n x j m d,1
d e m t r p e k <sep> p o e m k g d t,0
y v f r c q c <sep> q c v c r y f,1
e o b c n b g m <sep> b b b c k l m e,0
t d n y p z l <sep> n d z t y l p,1
q r j j c i <sep> j r j q c,0
j b j k u j q m e <sep> j q u m j b e j k,1
d j l y v s x <sep> j d y s m v l,0
a i l l d v v x <sep> i v l d x v l a,1
x l b <sep> l r r,0
l o a m e j p u x m <sep> l m x e m p a u j o,1
j s y z d u m t w m <sep> y w w u a m d j y z,0
x a c v <sep> x c a v,1
m l h v d d <sep> m h l v d d,1
k v v t w a c g <sep> b g v t n w v k,0
n d x x g <sep> d g h h n,0
h s w u j x g <sep> w x j s h,0
v w h r r w n s <sep> h n r v w r w s,1
y d g g i w w k <sep> w g k g y w i d,1
j z v l <sep> l j z v,1
l i b f y n <sep> l n l f y i,0
c f h r a h i k h v <sep> k i h c a h h f r v,1
d j x y a k <sep> a j k y x d,1
m o r k j v <sep> m r o k j t,0
i t d t r n o q h u <sep> n h u o r d q t t i,1
o c e e <sep> i e o k,0
k g u f a v z p p s <sep> a g p p u f z v s k,1
g y p b d g j n <sep> d n p g b y g j,1
o p v l b l h <sep> p o v l b h l,1
i f t l k x t d <sep> v t o x d f l i,0
o n z f x u u v <sep> u o x u n v z f,1
y e l m f z u v g i <sep> z e v m u f g y i l,1
z g o i <sep> g z i o,1
j f s i <sep> j f s,0
p t g l <sep> l g p t,1
l q t f c s w g i b <sep> i f q b t w s l g c,1
m i d q f o n <sep> m i a p f y d,0
w l z z s w j f e j <sep> f j z l w j s w z e,1
c w x s q <sep> x w s q c,1
c h n b g u t <sep> c u t h g b n,1
m j a b f k <sep> f b a j m,0
w y n i <sep> z w i n,0
o z j d u u <sep> u d o j z a,0
c v l k <sep> k t l v,0
g f s l <sep> g f e s,0
k j f s r l w d <sep> l f s j w d k,0
b b q v c d w <sep> v d c b b q w,1
m w z j n d <sep> a n x w m b,0
c o m g o g a <sep> o g a o c g m,1
j f c m <sep> m c h f,0
t g z g o <sep> g g z o,0
v e k z <sep> z v,0
m n v t t <sep> t t m n v,1
m b q l y z <sep> l z b m y q,1
s h r j e o <sep> h e s r o j,1
x b z z y b r g j r <sep> r g r b x b j y z z,1
p b o i i n <sep> n i p o b i,1
g i a p <sep> g a i p,1
u e q i g s y q <sep> g s i q u q e y,1
k s r <sep> r k s,1
t l n i k q x o d <sep> i k x d t q l n o,1
r g y r s s l w <sep> r s s r y g l,0
y o b b b q j <sep> y j q b o b b,1
e s t m p <sep> t s m e p,1
z g y t <sep> t y g,0
d b o x <sep> o b d x,1
s p y a i n <sep> y n p a i,0
l u m <sep> l u m,1
p s f f y n <sep> f f y s n m,0
q k c q t u r m o <sep> k o r t q q c,0
g e s d s w a a a a <sep> d a g e a w s s,0
x e x f r c <sep> x r x f c e,1
i l e d m k z y k d <sep> y m k z k d l i e d,1
y y o x <sep> s d p x,0
a q r k <sep> r q k a,1
l s z q j c b u q f <sep> b s q j f q z c l u,1
w c l a m w w k s <sep> s w m a c w w,0
x h b q z n x n <sep> x x n d h o z r,0
o j o a e <sep> o a e o j,1
z x q <sep> z x q,1
r s q t <sep> r r v s,0
o a r <sep> r o,0
r h l d g o <sep> g l o h,0
c z v <sep> c z v,1
j a g z y <sep> y j g,0
u g n s b <sep> b g u n s,1
n d k g m k l g l <sep> d k l n k g l,0
q c n x t c e s p t <sep> p x t s e c c t q,0
q a y k <sep> q a k y,1
z x y <sep> x y z,1
y w e <sep> y w e,1
m e r <sep> r m e,1
v l n q y c k r <sep> c n r l q y v,0
f i g g a e <sep> s a f i g e,0
j x n d o y b e <sep> j b x d y e o n,1
p e i p o t o u w <sep> w e p p t o o u,0
t f n b d b c a <sep> b c n r d p k f,0
v y o h u <sep> v o y o u,0
l o w j k h i p <sep> p j h w i k l,0
m c i a b k r <sep> h h i r g c b,0
y x p d y <sep> d p y y,0
m d o <sep> x g b,0
r g o i v <sep> i o v,0
r x b <sep> r x,0
t t x j d <sep> t j t,0
h e k t r r v r <sep> t e v r k h r r,1
x v r n r m e h r <sep> e r r x n v m,0
z r f c u <sep> f s c u r,0
w r l k q z h <sep> r h w q k z l,1
l t t q v n v l g i <sep> k n i n t v q l l v,0
z s k t i l h z z <sep> s t z z k z i h,0
g o l l <sep> g o l l,1
k o k b x j <sep> k x j o h k,0
o h y e f y <sep> y u p e h o,0
h s w b v v <sep> v v w h b s,1
n b y c e x m <sep> c b e x m n y,1
l a k m s d x <sep> d l x k a s m,1
u l n p <sep> u n l p,1
x o z j i k k e <sep> z k x o k e,0
u j d m <sep> m j u e,0
x b i d <sep> d x i,0
v e a k t o a y b <sep> b a v o t e k y a,1
h b f z t <sep> b t z,0
n g b l k i i o d y <sep> i k b l o i d g y n,1
h a a y g v q m <sep> v g p a h a n v,0
y g t s s m p h <sep> h s g p y t s x,0
h j k n a a w t <sep> a n k w t a h j,1
h f v <sep> v h f,1
b c r e e <sep> e c r e b,1
f m j q h z b m w <sep> z b f j m m w h q,1
u x l l <sep> k l l x,0
c k r i c i n f d <sep> d c r z f n k c g,0
i p u <sep> p i u,1
q a s j <sep> j s q a,1
w t h i f <sep> w h i t f,1
h b b v m g f y e <sep> b m e y v g h f,0
i k t q f o <sep> q i t o,0
y e o x n t j y n w <sep> o n j y e j y t w n,0
w d o p w o <sep> d w o o p w,1
k y y b g y r j <sep> y y g y r j b k,1
z l t x <sep> z l x,0
m b p z o e z <sep> m z u o p s b,0
m v m i s t c i n <sep> i s i v m c m n t,1
h h j k <sep> h k h j,1
d k y k c <sep> c k y i d,0
l o x t e l w a q g <sep> w e l q a x g l t,0
d i q f c <sep> f i c q,0
z a l j <sep> a e f q,0
l g g <sep> g g,0
u g b n e o r t q u <sep> u b u n r o t q g e,1
n k d <sep> k l d,0
p c m x r s z p k l <sep> p c r z m k l x,0
b v v a t x z <sep> s x b w z v v,0
w h j a e n a l <sep> a l w j e i x d,0
q q t u t t b <sep> q b u t t t,0
y f j y s w a k <sep> k w s j y a,0
a p v <sep> v p a,1
v v j s a r a m h o <sep> v h j a o v r a,0
w d c m k g x <sep> m x d k c g w,1
e m n <sep> e m c,0
e r i b <sep> z b f e,0
d u y f q a w <sep> u a d q f w y,1
o q w w <sep> w o,0
m j z o f <sep> j m g g l,0
b i v i r a <sep> c i r i b v,0
z s d q i n e g h <sep> g e d z h s i l q,0
a w a z n i r q h <sep> i q w r z a a h n,1
h r e r g p f w <sep> f h e a r r g d,0
a g e t t r v <sep> e a v r t t g,1
v y c x o z <sep> v y x c,0
p o n g o o i m d t <sep> n m d i o p o g,0
j u m t k f m l g <sep> k m m l f u j t g,1
a k k u e r x m w q <sep> e c m k x r e a q u,0
p c e i o <sep> p i v e f,0
c w i <sep> c w,0
h v l k n z w l h j <sep> l z k l n h j v w h,1
k y v s <sep> v s p y,0
a d h <sep> d a h,1
r d u d i r s u k <sep> k u r i s d u,0
x n o <sep> x n o,1
b o t n a n q v x <sep> q o y n v b t n a,0
u z m x <sep> x u z m,1
t v o u i c <sep> u t v c i o,1
s c w y x b a d <sep> x d a w s y c,0
e f t a v <sep> f e v a,0
d q m x p l k b g <sep> b m p l d q k g x,1
b c p c l v n z <sep> v p z n l c,0
e g b o n <sep> e n c a o,0
m d o e w o j x c z <sep> w j x o d c z e o m,1
h t m g t d g v m v <sep> h v m v m g g t,0
u n o e <sep> e u o n,1
i h g w m u b k <sep> w u b g i k m h,1
k z u <sep> k w g,0
e z t o e p <sep> z e t p e o,1
i a r p u q <sep> i r p q u a,1
i m z y o k m q y <sep> k m q y o y i z m,1
a h n q o v v j <sep> j q v o a v n h,1
t u a <sep> a t u,1
v y n n s t h p k r <sep> y v k r p s t n,0
c n g f d b n <sep> g d n b s o n,0
i m i z e b g b <sep> m z i b b i g e,1
a o y n m o o <sep> h o r a o n a,0
k t o m w s k m <sep> t m w m o k k,0
h j s g e <sep> e g s h j,1
b z y p j u n <sep> n z u b p y,0
z f z x b n t <sep> f z b t x,0
s d s m j h <sep> d j s s,0
q t o p e <sep> p e q t d,0
p h x <sep> m h q,0
h j n a s m o r j v <sep> o s n j a r j h v,0
e e y s c o <sep> t e r f e s,0
e j j n h t a n <sep> j e a t n n,0
l z k a v <sep> f u k l l,0
y z x z g h c p <sep> h x v u y p c f,0
o j t g x p x h <sep> p j x x g h o t,1
c p u <sep> u,0
b q d v g <sep> d v b g q,1
d f k <sep> k d f,1
x y b r <sep> b y r x,1
t i h <sep> h i t,1
c t a b c i f w r <sep> i c r c t w a f,0
o m q t u <sep> m o u t q,1
t g o y i n y h <sep> h y n t y i,0
g q n u b f k c i z <sep> i i u c g q b n f k,0
v t b c a i <sep> b a t i,0
g v y q o w x o <sep> q y v o g x w o,1
q s j r f a b x v s <sep> x v j a f s r q s b,1
r t a n x <sep> a r n x t,1
q c i x a i e s s <sep> i c x s i s q e a,1
j r b <sep> r d m,0
k l a p q <sep> p a k q,0
z o i p e i d y l h <sep> e d y o p i l h z i,1
t o f z q c q <sep> q z f q t o,0
n g m o d p i z v u <sep> i g j n d z m u p v,0
v r h n b m <sep> h b v n r m,1
i l p h <sep> u e s l,0
m i o n a g y <sep> i m n o a y g,1
c l u d r l p o v <sep> p d o u l c r v,0
o m n w z s w t <sep> w w t m o z s n,1
q r x <sep> o e p,0
g k o <sep> g o k,1
b p b h v e a f c <sep> h b d p b f a v e,0
l l d r x k <sep> k l d l r x,1
a q y p r z s n <sep> n a w z q s r y,0
v o f c y m b k <sep> v c b o m y f k,1
g x q g v i m x <sep> i x g q x v g,0
r u b c <sep> u b r c,1
v i e c s f <sep> q f u e e c,0
k v q <sep> v k q,1
n e q u k i <sep> q i k e u n,1
r j f l j w w x c <sep> l w j r f j x,0
n y t <sep> y t n,1
p k m s e w f t c <sep> e c w f m s k p t,1
n n a r z p r h m <sep> a r n n h m r p z,1
n k d d o z <sep> o k d d o e,0
i q f n e b y c s h <sep> e c f c a i b n h q,0
n h r <sep> h n,0
m r s <sep> m r s,1
j p s w r g c b d o <sep> s p j g d b r o c,0
s b q c g <sep> s c b,0
n y b <sep> b n y,1
p z s q l s c <sep> l s p s q c z,1
j o v v e s p u <sep> t v m u s p j e,0
u m j <sep> j,0
m d p <sep> d m p,1
h c n i n <sep> c h n i n,1
a b f s h n z r d x <sep> f n d r s x h b z a,1
c v n q k <sep> k v c q,0
u p n j f w t h a <sep> u h w p f n j a t,1
d r n b <sep> n d r b,1
z b z l q m y i u <sep> i l q y j z b u m,0
a z h n d k q y p u <sep> u h z n k p y d q a,1
l f g p d <sep> g l d s f,0
c q q o b <sep> q q u u p,0
u r e m <sep> r u,0
e v k n j c i y j <sep> e i v y j n c,0
v c p <sep> c v p,1
m v t <sep> i t u,0
v o e <sep> o v e,1
e u g v l r v <sep> g v l u v r e,1
h h s t h b b m l <sep> c t s d b c h l h,0
a z r k y k c z f s <sep> f c k y s z z r a k,1
o t k x l q s <sep> k o x t q,0
t d r <sep> t r d,1
l k l x t g <sep> x k t l g l,1
j j n i h n t m u <sep> j h u j m t n i n,1
l h q q q r w r o i <sep> q l r q o w q r,0
e u u m m j c x v <sep> c m m u x e j u,0
o o r h <sep> r h o o,1
b u k p d t y m <sep> u b t p d y,0
j c n j p t <sep> t b h c n j,0
l s f q k g f <sep> f q k l s,0
a d g a q u h <sep> q d a g u,0
x l n b q n n w w e <sep> l n q x w b e n n w,1
h i w v t c <sep> t w v h h a,0
p x o w b i v u v <sep> i w u o x v p u b,0
f a e j <sep> j e a f,1
n m x i w <sep> m n w i x,1
r n e l i d <sep> r i l d e n,1
b c l e m o y d l z <sep> b z c y l m d l o e,1
j v g r z s f <sep> f g s r z v,0
b e m c <sep> m b e,0
f w b d g c v g w t <sep> f g v n w w b u d g,0
n g h <sep> n,0
n c q r <sep> q g r c,0
j h j e a x w <sep> x w z j j e f,0
c f z q e t b <sep> q t b e f c z,1
z g p <sep> g p p,0
n u v p a k v <sep> n v a p u v k,1
w t g a t i s f h z <sep> w t s t a g f h i z,1
o n k v u o b b k t <sep> b b o n u k o t,0
r y i y h t b u <sep> i b t y y r u h,1
o o y <sep> y o o,1
f l h n <sep> l f h n,1
h a l <sep> a l h,1
r y l z a u q m <sep> u q r l m z y a,1
f f p p <sep> p f p f,1
e s e j x k <sep> k x j w e s,0
r k t y r k g y <sep> k k t y g r r y,1
o x m f w a <sep> e m w p f x,0
e u u p e r p a z <sep> e u a e z u p,0
i k p s <sep> i s p,0
z i f o w s b q k <sep> i q w z b k f o s,1
o w w g d k h q a <sep> z g o w a w l k q,0
n s p x e o n d g <sep> e x n d o s p g n,1
p x n <sep> n x p,1
e w p q <sep> p z o h,0
h v s <sep> h v s,1
q h b a h v <sep> a q h h b v,1
k a u u r b <sep> k u u a b r,1
a s d m h e <sep> d m e h a s,1
f h b t u k j j t k <sep> u k k h j t b t f j,1
r m a m b c d <sep> b d m c r a m,1
s a o u f b z f h <sep> o b h a t r j f u,0
d v v e s m t s f k <sep> v v m s f t s e k d,1
q q t x s t k k o <sep> k x q t k s q t o,1
p a l y i g q h <sep> q l i g h r p a,0
v l l h d i e g d i <sep> i d i v g l e l d,0
s j e a o n i <sep> o a j s e,0
m e k w l n s c x k <sep> k n x k w l m s e c,1
k h u i <sep> i k h u,1
c u c g <sep> u c g c,1
u k u p j a <sep> a k p j u,0
r q n m e b <sep> b e m z n r,0
y t d e a f o <sep> y e o f a t d,1
u k a v e <sep> p v e e u,0
u z k f g v <sep> g k z v f u,1
u f x z w r k v i o <sep> o x z u i w f v h x,0
r f v t v <sep> v t r v f,1
e o q s <sep> o e q s,1
p j m f x <sep> j m p f x,1
d n j b <sep> m x r b,0
q i r c k x e c u j <sep> e r u q x c k i j c,1
l q v w a <sep> l v a w q,1
k n e <sep> e k,0
s o t e a f y d e <sep> d s f o e a t,0
k y w j u x t q v <sep> q y w j x u v t,0
n r h a h n x d <sep> a d n n r x h h,1
h f y a s p z q q <sep> h s a q y f q z p,1
p h o <sep> o h p,1
q m g c a d u <sep> a g m d u,0
q y m f <sep> q f,0
a l k k b w <sep> l w k b,0
m s l n <sep> l s m a,0
m o k f b r t b c g <sep> b c z o k o d b g m,0
e p d p <sep> y l p d,0
w w h m <sep> w m w h,1
p z b x o <sep> b p z o x,1
g e r y q j p <sep> q e r g y j p,1
d b j m f <sep> f e a m o,0
g g q l f <sep> l f g q g,1
t j d i y h c q <sep> k y t t j r c d,0
b l n v <sep> v g n r,0
i g s o w n i <sep> i o g n s,0
z y o x y r l <sep> x l o y r z y,1
w j g w d v v a d u <sep> a g d d v v j w u w,1
h o t f g <sep> t o f,0
q g u <sep> g q u,1
c o p <sep> y r p,0
v u x m c r o r b <sep> b z r u c s k v o,0
c q t f i k n o f c <sep> k q n f i o f t c,0
z q w z u x s <sep> w w d z x p s,0
u f s <sep> f s u,1
b r s y c <sep> r c s,0
